"device_number","time","value"
25,2025-01-04 11:28:00.941,3.913
28,2025-01-04 11:22:24.731,4.787
24,2025-01-04 11:16:27.452,0.862
9,2025-01-04 11:16:24.136,1.911
3,2025-01-04 11:10:07.088,5.451
2,2025-01-04 11:06:53.885,0.783
23,2025-01-04 11:06:22.849,1.58
20,2025-01-04 11:05:21.462,0.995
21,2025-01-04 11:00:46.187,2.444
8,2025-01-04 11:00:33.907,3.092
25,2025-01-04 10:59:16.13,2.193
18,2025-01-04 10:58:01.386,1.543
30,2025-01-04 10:57:11.792,3.872
28,2025-01-04 10:52:24.732,4.084
24,2025-01-04 10:46:27.458,1.977
9,2025-01-04 10:46:24.118,1.137
15,2025-01-04 10:46:11.639,0.839
3,2025-01-04 10:40:07.084,3.022
2,2025-01-04 10:36:53.922,1.493
23,2025-01-04 10:36:22.838,4.621
30,2025-01-04 10:36:11.91,2.249
12,2025-01-04 10:35:55.535,1.832
20,2025-01-04 10:35:21.415,3.491
12,2025-01-04 10:32:34.724,1.832
23,2025-01-04 10:31:58.972,3.452
27,2025-01-04 10:31:38.309,1.392
21,2025-01-04 10:30:46.107,1.74
8,2025-01-04 10:30:33.916,1.414
18,2025-01-04 10:28:01.38,2.482
25,2025-01-04 10:28:00.848,2.439
12,2025-01-04 10:23:08.102,2.525
28,2025-01-04 10:22:24.618,1.914
24,2025-01-04 10:16:27.453,3.379
9,2025-01-04 10:16:24.106,1.033
15,2025-01-04 10:16:11.635,1.479
18,2025-01-04 10:12:49.23,0.776
21,2025-01-04 10:12:33.38,2.013
3,2025-01-04 10:10:07.079,1.995
2,2025-01-04 10:07:00.931,1.461
23,2025-01-04 10:06:22.824,3.452
20,2025-01-04 10:05:21.428,1.837
21,2025-01-04 10:00:39.083,2.013
18,2025-01-04 09:58:01.427,0.776
25,2025-01-04 09:58:00.802,1.783
30,2025-01-04 09:54:12.256,2.338
12,2025-01-04 09:53:08.144,0.946
28,2025-01-04 09:52:24.6,3.306
24,2025-01-04 09:46:27.501,4.774
9,2025-01-04 09:46:24.094,0.502
15,2025-01-04 09:46:11.651,1.265
1,2025-01-04 09:44:21.316,2.426
30,2025-01-04 09:43:08.334,2.331
3,2025-01-04 09:40:07.096,1.859
2,2025-01-04 09:37:00.98,1.92
23,2025-01-04 09:36:22.806,1.217
20,2025-01-04 09:35:21.443,1.434
24,2025-01-04 09:35:07.992,2.219
30,2025-01-04 09:33:12.419,2.331
27,2025-01-04 09:31:38.31,1.556
21,2025-01-04 09:30:39.045,2.046
8,2025-01-04 09:30:34.057,2.449
18,2025-01-04 09:28:01.412,5.309
12,2025-01-04 09:23:08.132,1.286
30,2025-01-04 09:22:42.459,1.753
28,2025-01-04 09:22:31.528,3.88
7,2025-01-04 09:16:41.32,0.644
24,2025-01-04 09:16:27.477,2.219
9,2025-01-04 09:16:24.095,1.289
15,2025-01-04 09:16:11.657,2.25
1,2025-01-04 09:14:21.292,1.62
30,2025-01-04 09:12:11.028,2.504
3,2025-01-04 09:10:07.063,1.618
2,2025-01-04 09:06:53.97,2.109
23,2025-01-04 09:06:22.756,2.498
20,2025-01-04 09:05:21.446,6.094
27,2025-01-04 09:01:38.216,3.091
21,2025-01-04 09:00:39.019,2.706
8,2025-01-04 09:00:33.872,4.029
18,2025-01-04 08:58:01.428,1.271
25,2025-01-04 08:58:00.842,1.196
12,2025-01-04 08:53:08.128,0.706
28,2025-01-04 08:52:31.476,1.108
19,2025-01-04 08:52:10.792,1.284
7,2025-01-04 08:46:41.379,1.181
24,2025-01-04 08:46:27.492,2.082
9,2025-01-04 08:46:24.083,5.857
30,2025-01-04 08:40:41.159,1.715
3,2025-01-04 08:40:07.042,4.296
30,2025-01-04 08:37:35.805,0.675
2,2025-01-04 08:36:54.065,1.287
23,2025-01-04 08:36:22.686,2.131
20,2025-01-04 08:35:21.48,1.495
27,2025-01-04 08:31:38.236,0.996
21,2025-01-04 08:30:53.081,1.179
8,2025-01-04 08:30:33.974,2.745
30,2025-01-04 08:30:11.741,0.675
28,2025-01-04 08:29:21.064,6.549
28,2025-01-04 08:28:29.039,6.549
18,2025-01-04 08:28:01.412,2.141
12,2025-01-04 08:23:08.114,3.113
28,2025-01-04 08:22:15.759,6.549
30,2025-01-04 08:19:43.009,0.95
7,2025-01-04 08:16:41.508,6.202
24,2025-01-04 08:16:27.505,1.411
9,2025-01-04 08:16:24.084,2.347
3,2025-01-04 08:10:07.028,2.094
27,2025-01-04 08:08:19.907,1.845
2,2025-01-04 08:07:01.007,2.451
23,2025-01-04 08:06:30.794,1.25
20,2025-01-04 08:05:21.463,3.048
27,2025-01-04 08:01:38.221,1.845
21,2025-01-04 08:00:38.99,0.651
13,2025-01-04 07:59:47.166,2.377
30,2025-01-04 07:58:43.164,2.098
20,2025-01-04 07:58:35.352,1.374
18,2025-01-04 07:58:01.415,1.305
25,2025-01-04 07:58:00.799,4.366
30,2025-01-04 07:55:26.778,0.599
25,2025-01-04 07:54:58.624,1.949
12,2025-01-04 07:53:08.132,1.063
28,2025-01-04 07:52:17.398,1.399
30,2025-01-04 07:48:13.219,0.599
7,2025-01-04 07:46:41.273,1.159
24,2025-01-04 07:46:34.495,3.096
9,2025-01-04 07:46:24.096,2.331
15,2025-01-04 07:46:11.712,0.844
1,2025-01-04 07:44:21.236,2.528
3,2025-01-04 07:40:07.04,2.466
2,2025-01-04 07:36:54.029,0.81
23,2025-01-04 07:36:31.267,3.646
27,2025-01-04 07:31:38.206,5.334
21,2025-01-04 07:30:38.82,1.436
8,2025-01-04 07:30:33.898,2.14
13,2025-01-04 07:29:47.324,3.647
18,2025-01-04 07:28:01.449,0.96
25,2025-01-04 07:28:00.778,1.949
12,2025-01-04 07:23:08.131,1.725
28,2025-01-04 07:22:17.327,2.542
7,2025-01-04 07:16:41.411,1.537
24,2025-01-04 07:16:34.461,1.955
9,2025-01-04 07:16:24.086,0.473
3,2025-01-04 07:10:07.023,3.428
23,2025-01-04 07:07:38.259,2.289
2,2025-01-04 07:06:54.047,1.817
23,2025-01-04 07:06:31.155,2.289
30,2025-01-04 07:06:13.505,2.936
12,2025-01-04 07:05:47.621,1.778
20,2025-01-04 07:05:21.492,2.963
21,2025-01-04 07:02:40.916,4.419
27,2025-01-04 07:01:38.141,2.07
21,2025-01-04 07:00:38.782,4.419
8,2025-01-04 07:00:33.884,1.815
13,2025-01-04 06:59:47.258,2.853
18,2025-01-04 06:58:01.436,1.175
25,2025-01-04 06:58:00.814,4.561
30,2025-01-04 06:55:43.652,0.978
12,2025-01-04 06:52:59.806,1.778
18,2025-01-04 06:52:30.639,2.143
28,2025-01-04 06:52:17.293,4.704
2,2025-01-04 06:47:18.203,3.417
7,2025-01-04 06:46:41.301,0.635
24,2025-01-04 06:46:34.528,2.121
9,2025-01-04 06:46:32.691,1.955
3,2025-01-04 06:40:07.004,2.056
12,2025-01-04 06:38:09.252,1.342
2,2025-01-04 06:36:54.132,3.417
23,2025-01-04 06:36:31.13,3.371
30,2025-01-04 06:34:35.72,2.2
24,2025-01-04 06:30:40.408,3.465
21,2025-01-04 06:30:38.752,3.474
13,2025-01-04 06:29:47.19,3.879
24,2025-01-04 06:29:37.984,3.465
18,2025-01-04 06:28:01.431,2.143
25,2025-01-04 06:28:00.8,7.596
30,2025-01-04 06:26:13.523,2.2
28,2025-01-04 06:22:24.211,4.135
7,2025-01-04 06:16:41.288,0.593
9,2025-01-04 06:16:32.676,1.012
24,2025-01-04 06:16:18.675,3.465
15,2025-01-04 06:16:11.813,1.983
30,2025-01-04 06:15:43.651,0.889
1,2025-01-04 06:14:21.174,4.953
3,2025-01-04 06:10:06.993,1.247
12,2025-01-04 06:09:03.116,2.821
23,2025-01-04 06:06:31.1,4.507
20,2025-01-04 06:05:21.534,1.617
30,2025-01-04 06:05:13.695,2.635
27,2025-01-04 06:01:38.112,5.626
21,2025-01-04 06:00:38.692,0.931
8,2025-01-04 06:00:33.944,3.82
13,2025-01-04 05:59:47.106,1.705
18,2025-01-04 05:58:01.435,0.607
25,2025-01-04 05:58:00.732,0.689
13,2025-01-04 05:52:27.487,0.542
28,2025-01-04 05:52:24.193,3.623
7,2025-01-04 05:46:41.243,2.1
9,2025-01-04 05:46:32.669,1.47
24,2025-01-04 05:46:25.687,3.07
3,2025-01-04 05:40:06.979,1.925
12,2025-01-04 05:39:03.117,1.714
30,2025-01-04 05:38:39.367,4.196
2,2025-01-04 05:36:54.185,1.243
23,2025-01-04 05:36:31.081,8.107
20,2025-01-04 05:35:21.58,2.406
30,2025-01-04 05:33:43.909,4.196
27,2025-01-04 05:31:38.107,1.97
21,2025-01-04 05:30:38.627,0.803
13,2025-01-04 05:29:47.052,0.542
18,2025-01-04 05:28:01.437,2.003
25,2025-01-04 05:28:00.723,2.052
28,2025-01-04 05:22:24.143,5.142
9,2025-01-04 05:16:32.62,0.617
24,2025-01-04 05:16:11.702,1.455
3,2025-01-04 05:10:06.979,4.353
12,2025-01-04 05:09:03.093,5.434
2,2025-01-04 05:06:54.165,1.38
23,2025-01-04 05:06:31.051,1.699
20,2025-01-04 05:05:21.567,0.804
28,2025-01-04 05:02:34.268,0.951
27,2025-01-04 05:01:38.063,1.529
21,2025-01-04 05:00:38.625,0.945
8,2025-01-04 05:00:34.025,1.959
13,2025-01-04 04:59:46.977,0.78
18,2025-01-04 04:58:01.447,3.923
25,2025-01-04 04:58:00.715,2.571
28,2025-01-04 04:52:31.081,0.951
7,2025-01-04 04:46:41.273,3.266
9,2025-01-04 04:46:32.646,3.606
24,2025-01-04 04:46:11.712,2.57
20,2025-01-04 04:41:48.791,1.902
3,2025-01-04 04:40:06.968,2.924
12,2025-01-04 04:39:03.12,1.636
2,2025-01-04 04:36:54.231,0.709
23,2025-01-04 04:36:30.962,6.014
20,2025-01-04 04:35:21.563,1.902
27,2025-01-04 04:31:38.077,1.162
21,2025-01-04 04:30:45.654,2.479
25,2025-01-04 04:30:01.881,4.319
13,2025-01-04 04:29:46.915,1.246
18,2025-01-04 04:28:01.484,2.633
25,2025-01-04 04:28:00.978,4.319
28,2025-01-04 04:22:31.043,4.669
7,2025-01-04 04:16:41.226,2.943
9,2025-01-04 04:16:32.67,2.071
24,2025-01-04 04:16:11.694,0.984
3,2025-01-04 04:10:06.996,2.403
12,2025-01-04 04:09:03.269,1.804
2,2025-01-04 04:06:54.281,5.111
23,2025-01-04 04:06:30.94,3.116
20,2025-01-04 04:05:21.576,2.04
27,2025-01-04 04:01:38.069,3.108
21,2025-01-04 04:00:52.55,0.653
8,2025-01-04 04:00:33.942,1.781
13,2025-01-04 03:59:46.846,1.288
30,2025-01-04 03:58:18.337,3.728
18,2025-01-04 03:58:01.47,2.173
25,2025-01-04 03:58:00.723,3.214
23,2025-01-04 03:54:09.487,12.611
21,2025-01-04 03:53:49.583,3.81
28,2025-01-04 03:52:30.988,1.817
19,2025-01-04 03:52:10.536,2.796
30,2025-01-04 03:48:44.834,3.728
9,2025-01-04 03:46:32.689,1.287
24,2025-01-04 03:46:11.721,3.389
18,2025-01-04 03:44:05.081,3.511
3,2025-01-04 03:40:06.947,2.21
12,2025-01-04 03:39:03.098,0.986
2,2025-01-04 03:37:01.272,1.745
23,2025-01-04 03:36:30.929,12.611
20,2025-01-04 03:35:21.623,1.676
27,2025-01-04 03:31:38.15,1.505
13,2025-01-04 03:29:46.788,3.696
30,2025-01-04 03:29:15.716,1.126
12,2025-01-04 03:29:11.958,1.274
18,2025-01-04 03:28:01.485,3.511
25,2025-01-04 03:28:00.715,1.977
28,2025-01-04 03:22:16.911,1.066
30,2025-01-04 03:18:45.755,2.584
9,2025-01-04 03:16:32.642,0.9
24,2025-01-04 03:16:18.751,1.584
15,2025-01-04 03:16:11.969,0.821
3,2025-01-04 03:10:06.954,2.772
12,2025-01-04 03:09:03.171,1.274
2,2025-01-04 03:06:54.338,4.396
23,2025-01-04 03:06:30.826,1.714
20,2025-01-04 03:05:21.647,0.744
27,2025-01-04 03:01:38.035,2.858
24,2025-01-04 03:01:37.721,1.057
21,2025-01-04 03:00:45.468,1.977
13,2025-01-04 02:59:46.735,2.005
18,2025-01-04 02:58:01.501,1.81
25,2025-01-04 02:58:00.707,2.142
28,2025-01-04 02:52:16.868,2.242
13,2025-01-04 02:46:52.466,2.126
9,2025-01-04 02:46:32.632,1.389
24,2025-01-04 02:46:11.763,1.057
3,2025-01-04 02:40:06.933,1.087
12,2025-01-04 02:39:03.191,0.893
2,2025-01-04 02:37:01.33,3.156
23,2025-01-04 02:36:30.86,2.273
20,2025-01-04 02:35:21.622,1.076
27,2025-01-04 02:31:38.042,1.431
21,2025-01-04 02:30:38.53,3.019
13,2025-01-04 02:29:46.686,2.126
18,2025-01-04 02:28:01.511,2.338
25,2025-01-04 02:28:00.703,2.184
28,2025-01-04 02:22:16.784,1.919
7,2025-01-04 02:16:41.178,3.756
9,2025-01-04 02:16:32.635,2.671
15,2025-01-04 02:16:12.036,1.175
24,2025-01-04 02:16:11.748,1.498
3,2025-01-04 02:10:06.944,1.105
12,2025-01-04 02:09:03.129,2.796
2,2025-01-04 02:07:01.424,2.319
23,2025-01-04 02:06:30.849,1.912
20,2025-01-04 02:05:21.652,3.386
30,2025-01-04 02:05:16.509,1.128
27,2025-01-04 02:01:38.03,3.047
21,2025-01-04 02:00:45.434,4.281
13,2025-01-04 01:59:46.62,1.343
18,2025-01-04 01:58:01.513,3.13
25,2025-01-04 01:58:00.691,1.858
28,2025-01-04 01:56:56.873,2.699
28,2025-01-04 01:52:23.759,2.699
7,2025-01-04 01:46:41.144,1.97
9,2025-01-04 01:46:32.636,2.34
24,2025-01-04 01:46:11.755,1.576
3,2025-01-04 01:40:06.948,1.325
20,2025-01-04 01:39:54.3,0.917
12,2025-01-04 01:39:03.179,0.98
2,2025-01-04 01:37:01.372,1.117
23,2025-01-04 01:36:37.835,2.748
30,2025-01-04 01:35:51.537,1.921
20,2025-01-04 01:35:21.665,0.917
27,2025-01-04 01:31:37.987,3.618
21,2025-01-04 01:30:38.481,1.649
25,2025-01-04 01:29:49.414,7.212
13,2025-01-04 01:29:46.557,1.166
18,2025-01-04 01:28:01.514,0.891
25,2025-01-04 01:28:00.779,7.212
28,2025-01-04 01:22:23.739,0.898
7,2025-01-04 01:16:41.158,2.084
9,2025-01-04 01:16:32.622,1.686
15,2025-01-04 01:16:12.016,1.364
24,2025-01-04 01:16:11.756,2.079
30,2025-01-04 01:14:51.792,1.769
3,2025-01-04 01:10:06.953,3.204
12,2025-01-04 01:09:03.197,1.375
2,2025-01-04 01:06:54.427,1.094
23,2025-01-04 01:06:37.782,3.388
30,2025-01-04 01:06:30.848,2.622
20,2025-01-04 01:05:21.75,0.971
27,2025-01-04 01:01:38.076,3.716
21,2025-01-04 01:00:45.356,3.417
8,2025-01-04 01:00:33.904,1.453
13,2025-01-04 00:59:46.511,7.342
18,2025-01-04 00:58:01.516,4.613
25,2025-01-04 00:58:00.73,1.559
28,2025-01-04 00:52:23.698,2.506
21,2025-01-04 00:47:35.189,1.519
9,2025-01-04 00:46:32.626,0.956
15,2025-01-04 00:46:12.043,0.948
24,2025-01-04 00:46:11.788,1.977
23,2025-01-04 00:45:31.598,2.644
1,2025-01-04 00:44:20.935,3.388
3,2025-01-04 00:40:06.932,1.459
12,2025-01-04 00:39:03.153,3.561
2,2025-01-04 00:37:01.417,1.723
23,2025-01-04 00:36:22.116,2.644
20,2025-01-04 00:35:21.732,0.662
30,2025-01-04 00:35:01.112,0.69
27,2025-01-04 00:31:37.979,1.508
13,2025-01-04 00:29:46.402,1.043
18,2025-01-04 00:28:01.533,0.992
25,2025-01-04 00:28:00.693,3.169
18,2025-01-04 00:23:43.479,1.303
28,2025-01-04 00:22:23.71,1.823
12,2025-01-04 00:20:59.182,1.464
7,2025-01-04 00:16:41.122,1.417
9,2025-01-04 00:16:32.619,1.56
24,2025-01-04 00:16:11.774,0.525
3,2025-01-04 00:10:06.938,0.759
12,2025-01-04 00:09:03.218,1.464
2,2025-01-04 00:06:54.471,0.696
23,2025-01-04 00:06:22.126,1.356
20,2025-01-04 00:05:21.729,1.412
27,2025-01-04 00:01:37.918,5.404
21,2025-01-04 00:00:45.225,2.234
13,2025-01-03 23:59:46.341,1.268
18,2025-01-03 23:58:01.525,1.303
25,2025-01-03 23:58:00.694,1.359
28,2025-01-03 23:52:23.601,2.085
24,2025-01-03 23:47:06.451,1.212
9,2025-01-03 23:46:32.622,1.692
24,2025-01-03 23:46:11.799,1.212
3,2025-01-03 23:40:06.908,2.836
12,2025-01-03 23:39:03.201,0.857
2,2025-01-03 23:37:01.511,3.161
23,2025-01-03 23:36:22.01,2.175
20,2025-01-03 23:35:21.759,0.722
27,2025-01-03 23:31:37.945,1.066
21,2025-01-03 23:30:38.23,2.739
18,2025-01-03 23:28:01.526,3.308
30,2025-01-03 23:23:10.406,0.774
28,2025-01-03 23:22:23.695,1.991
30,2025-01-03 23:21:20.338,2.169
9,2025-01-03 23:16:32.607,1.237
15,2025-01-03 23:16:12.134,1.382
24,2025-01-03 23:16:11.807,2.872
30,2025-01-03 23:12:40.484,2.169
3,2025-01-03 23:10:06.897,0.881
12,2025-01-03 23:09:03.182,2.311
2,2025-01-03 23:07:01.552,0.622
23,2025-01-03 23:06:21.976,1.675
20,2025-01-03 23:05:21.771,2.564
21,2025-01-03 23:00:38.119,2.882
18,2025-01-03 22:58:01.551,3.079
25,2025-01-03 22:58:00.798,1.408
28,2025-01-03 22:52:23.495,0.976
9,2025-01-03 22:46:32.614,4.392
24,2025-01-03 22:46:11.832,0.85
3,2025-01-03 22:40:06.897,4.099
12,2025-01-03 22:39:03.245,5.787
2,2025-01-03 22:36:54.55,1.737
23,2025-01-03 22:36:21.987,8.599
20,2025-01-03 22:35:21.782,2.69
27,2025-01-03 22:31:37.92,2.601
21,2025-01-03 22:30:52.143,1.753
18,2025-01-03 22:28:01.568,2.063
28,2025-01-03 22:22:23.575,0.959
9,2025-01-03 22:16:32.565,1.912
15,2025-01-03 22:16:12.183,0.839
24,2025-01-03 22:16:11.83,0.565
20,2025-01-03 22:15:01.773,3.655
1,2025-01-03 22:14:20.863,6.309
3,2025-01-03 22:10:06.916,0.931
12,2025-01-03 22:09:03.178,4.38
2,2025-01-03 22:06:54.594,0.704
23,2025-01-03 22:06:21.923,9.131
20,2025-01-03 22:05:21.833,3.655
27,2025-01-03 22:01:38.016,1.038
21,2025-01-03 22:00:38.396,1.513
8,2025-01-03 22:00:34,5.047
18,2025-01-03 21:58:01.556,1.745
28,2025-01-03 21:52:23.417,1.831
7,2025-01-03 21:46:41.083,2.121
9,2025-01-03 21:46:32.613,1.849
24,2025-01-03 21:46:11.854,0.552
30,2025-01-03 21:45:35.735,2.84
23,2025-01-03 21:43:50.772,4.58
21,2025-01-03 21:43:33.678,2.481
30,2025-01-03 21:40:59.671,2.84
3,2025-01-03 21:40:06.915,1.993
12,2025-01-03 21:39:03.2,5.291
2,2025-01-03 21:37:01.64,0.862
23,2025-01-03 21:36:28.901,4.58
20,2025-01-03 21:35:21.811,3.794
27,2025-01-03 21:31:37.835,0.98
21,2025-01-03 21:30:38.094,2.481
8,2025-01-03 21:30:33.978,2.211
18,2025-01-03 21:28:02.143,4.045
28,2025-01-03 21:22:23.357,2.699
18,2025-01-03 21:19:38.879,0.73
7,2025-01-03 21:16:41.064,1.7
9,2025-01-03 21:16:32.623,3.099
24,2025-01-03 21:16:11.849,1.529
30,2025-01-03 21:10:24.326,0.799
3,2025-01-03 21:10:06.885,0.811
12,2025-01-03 21:09:03.207,2.378
2,2025-01-03 21:06:54.677,2.818
23,2025-01-03 21:06:21.823,2.675
12,2025-01-03 21:05:44.657,2.048
20,2025-01-03 21:05:21.831,2.39
27,2025-01-03 21:01:37.83,3.267
21,2025-01-03 21:00:38.034,3.301
18,2025-01-03 20:58:01.566,0.73
25,2025-01-03 20:58:00.661,2.269
28,2025-01-03 20:52:23.35,1.197
9,2025-01-03 20:46:32.605,1.507
15,2025-01-03 20:46:12.214,0.786
24,2025-01-03 20:46:11.84,1.68
3,2025-01-03 20:40:06.88,2.97
12,2025-01-03 20:39:03.216,2.048
15,2025-01-03 20:37:30.421,4.156
2,2025-01-03 20:37:01.726,3.162
23,2025-01-03 20:36:21.815,3.438
20,2025-01-03 20:35:21.833,6.665
27,2025-01-03 20:31:37.808,2.555
21,2025-01-03 20:30:37.959,2.006
18,2025-01-03 20:28:01.598,1.761
25,2025-01-03 20:28:00.644,3.305
28,2025-01-03 20:22:23.341,2.803
24,2025-01-03 20:20:17.114,1.409
9,2025-01-03 20:16:32.613,1.132
15,2025-01-03 20:16:12.351,4.156
24,2025-01-03 20:16:11.819,1.409
13,2025-01-03 20:16:04.354,4.497
1,2025-01-03 20:14:20.77,3.622
3,2025-01-03 20:10:06.865,2.49
12,2025-01-03 20:09:03.232,2.039
2,2025-01-03 20:06:54.736,1.365
23,2025-01-03 20:06:21.772,4.947
20,2025-01-03 20:05:21.863,3.382
19,2025-01-03 20:02:10.3,4.992
27,2025-01-03 20:01:37.881,1.324
30,2025-01-03 19:59:20.105,1.975
18,2025-01-03 19:58:01.62,4.158
25,2025-01-03 19:58:00.64,2.473
28,2025-01-03 19:52:23.232,2.842
30,2025-01-03 19:48:51.392,5.646
7,2025-01-03 19:46:41.067,1.204
9,2025-01-03 19:46:23.972,2.216
24,2025-01-03 19:46:11.807,2.493
3,2025-01-03 19:40:06.853,1.01
12,2025-01-03 19:39:03.216,1.931
2,2025-01-03 19:36:54.757,3.776
23,2025-01-03 19:36:21.684,5.594
20,2025-01-03 19:35:21.877,2.337
27,2025-01-03 19:31:37.773,2.878
21,2025-01-03 19:30:37.852,2.091
18,2025-01-03 19:28:01.543,2.101
25,2025-01-03 19:28:00.638,4.244
30,2025-01-03 19:27:50.344,2.675
30,2025-01-03 19:25:03.713,3.404
28,2025-01-03 19:22:23.218,2.781
30,2025-01-03 19:17:20.424,3.404
9,2025-01-03 19:16:23.972,1.848
15,2025-01-03 19:16:12.328,5.2
24,2025-01-03 19:16:11.789,3.064
3,2025-01-03 19:10:06.833,3.053
12,2025-01-03 19:09:03.232,2.418
2,2025-01-03 19:06:54.77,0.999
20,2025-01-03 19:06:42.24,3.937
23,2025-01-03 19:06:21.609,4.183
20,2025-01-03 19:05:21.898,3.937
19,2025-01-03 19:02:10.239,2.573
27,2025-01-03 19:01:37.735,8.839
21,2025-01-03 19:00:37.633,1.774
18,2025-01-03 18:58:01.492,2.326
27,2025-01-03 18:53:04.412,6.044
28,2025-01-03 18:52:23.147,7.523
30,2025-01-03 18:51:44.826,2.616
7,2025-01-03 18:46:41.105,2.959
9,2025-01-03 18:46:23.963,2.71
15,2025-01-03 18:46:12.412,6.107
24,2025-01-03 18:46:11.796,1.857
1,2025-01-03 18:44:20.644,5.572
3,2025-01-03 18:40:06.829,4
12,2025-01-03 18:39:03.522,6.505
2,2025-01-03 18:37:01.82,4.099
23,2025-01-03 18:36:21.565,3.652
20,2025-01-03 18:35:21.89,3.228
23,2025-01-03 18:32:49.931,6.369
21,2025-01-03 18:30:37.657,2.685
13,2025-01-03 18:29:45.43,10.388
18,2025-01-03 18:28:01.516,4.985
25,2025-01-03 18:28:00.619,2.281
28,2025-01-03 18:22:23.053,5.474
30,2025-01-03 18:20:15.093,9.043
21,2025-01-03 18:16:57.023,9.884
7,2025-01-03 18:16:41.081,5.504
9,2025-01-03 18:16:23.969,4.968
24,2025-01-03 18:16:11.773,5.531
18,2025-01-03 18:16:00.185,7.703
3,2025-01-03 18:10:06.84,4.548
12,2025-01-03 18:09:03.233,4.38
2,2025-01-03 18:06:54.903,3.94
23,2025-01-03 18:06:21.568,6.369
20,2025-01-03 18:05:21.88,5.785
27,2025-01-03 18:01:37.688,6.261
21,2025-01-03 18:00:44.777,9.884
8,2025-01-03 18:00:34.088,6.639
18,2025-01-03 17:58:01.519,7.703
28,2025-01-03 17:52:23.01,3.943
30,2025-01-03 17:51:56.827,6.903
7,2025-01-03 17:46:41.025,4.137
9,2025-01-03 17:46:23.972,4.19
24,2025-01-03 17:46:11.751,7.264
3,2025-01-03 17:40:06.805,6.851
12,2025-01-03 17:39:03.243,5.645
2,2025-01-03 17:36:54.858,5.642
23,2025-01-03 17:36:21.492,11.787
20,2025-01-03 17:35:21.903,7.967
3,2025-01-03 17:33:32.493,5.372
19,2025-01-03 17:32:10.149,4.617
30,2025-01-03 17:30:57.016,4.283
21,2025-01-03 17:30:37.497,8.557
8,2025-01-03 17:30:34.132,4.077
18,2025-01-03 17:28:01.521,6.887
25,2025-01-03 17:28:00.597,5.008
28,2025-01-03 17:22:22.957,7.818
7,2025-01-03 17:16:41.009,8.561
9,2025-01-03 17:16:23.986,2.997
24,2025-01-03 17:16:11.721,11.167
3,2025-01-03 17:10:06.791,5.372
12,2025-01-03 17:09:03.26,4.65
23,2025-01-03 17:06:21.45,12.965
20,2025-01-03 17:05:21.904,7.17
24,2025-01-03 17:00:39.654,6.289
21,2025-01-03 17:00:37.456,8.55
18,2025-01-03 16:58:01.545,10.197
28,2025-01-03 16:52:22.95,5.669
9,2025-01-03 16:46:23.984,4.806
15,2025-01-03 16:46:12.491,4.91
24,2025-01-03 16:46:11.768,6.289
3,2025-01-03 16:40:06.783,3.729
12,2025-01-03 16:39:03.256,5.448
2,2025-01-03 16:37:01.906,3.259
23,2025-01-03 16:36:21.354,11.883
20,2025-01-03 16:35:21.922,6.813
27,2025-01-03 16:31:37.617,4.093
21,2025-01-03 16:30:37.348,10.873
18,2025-01-03 16:28:01.55,5.544
28,2025-01-03 16:22:22.939,12.389
7,2025-01-03 16:16:41.153,7.265
9,2025-01-03 16:16:23.961,6.573
3,2025-01-03 16:10:06.8,9.231
12,2025-01-03 16:09:03.254,9.165
2,2025-01-03 16:06:54.94,9.126
23,2025-01-03 16:06:21.115,14.547
20,2025-01-03 16:05:21.922,8.158
28,2025-01-03 16:05:20.977,18.672
28,2025-01-03 16:04:39.851,18.672
21,2025-01-03 16:00:37.227,15.537
8,2025-01-03 16:00:34.102,9.261
18,2025-01-03 15:58:01.56,15.071
28,2025-01-03 15:52:07.28,18.672
7,2025-01-03 15:46:41.04,12.774
9,2025-01-03 15:46:23.983,17.16
15,2025-01-03 15:46:12.541,13.391
24,2025-01-03 15:46:11.746,11.023
1,2025-01-03 15:44:20.494,17.992
27,2025-01-03 15:42:02.691,11.157
3,2025-01-03 15:40:06.77,6.113
12,2025-01-03 15:39:03.287,12.67
2,2025-01-03 15:36:54.959,9.898
23,2025-01-03 15:36:21.09,16.528
30,2025-01-03 15:35:27.934,17.59
20,2025-01-03 15:35:21.976,15.518
27,2025-01-03 15:31:37.538,11.157
21,2025-01-03 15:30:35.577,26.56
13,2025-01-03 15:29:44.828,20.732
18,2025-01-03 15:28:01.556,14.82
25,2025-01-03 15:28:00.629,29.013
28,2025-01-03 15:22:07.143,19.765
23,2025-01-03 15:17:37.901,12.854
9,2025-01-03 15:16:23.973,15.444
15,2025-01-03 15:16:12.591,16.798
24,2025-01-03 15:16:11.659,10.84
3,2025-01-03 15:10:06.769,6.328
12,2025-01-03 15:09:03.48,22.596
2,2025-01-03 15:06:55.024,11.636
23,2025-01-03 15:06:20.987,12.854
20,2025-01-03 15:05:32.949,11.923
27,2025-01-03 15:01:37.481,12.917
21,2025-01-03 15:00:35.521,22.287
8,2025-01-03 15:00:34.175,22.046
18,2025-01-03 14:58:01.269,20.348
25,2025-01-03 14:58:00.568,25.788
9,2025-01-03 14:53:51.831,14.516
30,2025-01-03 14:53:28.312,28.331
21,2025-01-03 14:52:26.795,27.051
28,2025-01-03 14:52:07.084,16.814
18,2025-01-03 14:47:00.632,19.693
7,2025-01-03 14:46:41.003,19.977
9,2025-01-03 14:46:32.569,14.516
